# GLOBAL ATTRIBUTES
# Spacecraft: PSP
# Magnetic field resolution: 10s
# Averaging window: 6h
# Start time: 2018/11/20 00:57:00
# Stop time: 2018/11/20 11:03:00
#
# Beginning of data

1542677055.0	2018-11-20 01:24:15	0.728115
1542677065.0	2018-11-20 01:24:25	0.649876
1542677075.0	2018-11-20 01:24:35	0.672100
1542677085.0	2018-11-20 01:24:45	0.727809
1542677095.0	2018-11-20 01:24:55	0.600991
1542677105.0	2018-11-20 01:25:05	0.621264
1542679605.0	2018-11-20 02:06:45	0.514771
1542679615.0	2018-11-20 02:06:55	0.568933
1542679965.0	2018-11-20 02:12:45	0.534046
1542679975.0	2018-11-20 02:12:55	0.559028
1542679995.0	2018-11-20 02:13:15	0.507686
1542680005.0	2018-11-20 02:13:25	0.537475
1542680045.0	2018-11-20 02:14:05	0.683428
1542680315.0	2018-11-20 02:18:35	0.552120
1542680325.0	2018-11-20 02:18:45	0.557762
1542680575.0	2018-11-20 02:22:55	0.629362
1542680695.0	2018-11-20 02:24:55	0.544566
1542680705.0	2018-11-20 02:25:05	0.600364
1542680715.0	2018-11-20 02:25:15	0.593299
1542680725.0	2018-11-20 02:25:25	0.534702
1542683545.0	2018-11-20 03:12:25	0.503077
1542684955.0	2018-11-20 03:35:55	0.546695
1542686035.0	2018-11-20 03:53:55	0.588990
1542686665.0	2018-11-20 04:04:25	0.555453
1542686685.0	2018-11-20 04:04:45	0.529443
1542687125.0	2018-11-20 04:12:05	0.632601
1542687135.0	2018-11-20 04:12:15	0.552912
1542687145.0	2018-11-20 04:12:25	0.631258
1542687155.0	2018-11-20 04:12:35	0.608806
1542687165.0	2018-11-20 04:12:45	0.633987
1542688245.0	2018-11-20 04:30:45	0.522103
1542703845.0	2018-11-20 08:50:45	0.642771
1542703855.0	2018-11-20 08:50:55	0.698861
1542703865.0	2018-11-20 08:51:05	0.738294
1542703875.0	2018-11-20 08:51:15	0.702066
1542703885.0	2018-11-20 08:51:25	0.707028
1542703895.0	2018-11-20 08:51:35	0.696284
1542703905.0	2018-11-20 08:51:45	0.660389
1542703915.0	2018-11-20 08:51:55	0.642550
1542703965.0	2018-11-20 08:52:45	0.575158
1542706815.0	2018-11-20 09:40:15	0.525160
