#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. Primary proton population density, from 1-dimensional Maxwellian fitting. (Only Good Quality)
#       NOTES:  The strongest signal peak, which generally corresponds to the bulk proton population in the solar wind, is fit to a convected Maxwellian model.
#  3. ---> 1-sigma error
#       NOTES:  This uncertainty may be invalid when the Maxwellian is a poor model for the data. Refer to the data quality flags.  This variable reflects *precision* uncertainty from fitting, summed in quadrature with the *accuracy* uncertainy associated with the absolute responses of the SPC sensors.
#
EPOCH                          NP1_FIT NP1_FIT_UNCERTAINTY
Year____Secs-of-year (Good_Qs)_cm^{-3}   (Good_Qs)_cm^{-3}
2018 27910820.344801           18.4639             2.32289
2018 27910848.306881      -1.00000E+31        -1.00000E+31
2018 27910876.268941           20.7006             1.30006
2018 27910904.231000      -1.00000E+31        -1.00000E+31
2018 27910932.193060           20.9801            0.544485
2018 27910960.155119           19.3768             1.19216
2018 27910988.117199      -1.00000E+31        -1.00000E+31
2018 27911016.079259      -1.00000E+31        -1.00000E+31
2018 27911044.041318      -1.00000E+31        -1.00000E+31
2018 27911072.003398           20.0634             2.21183
2018 27911099.965438      -1.00000E+31        -1.00000E+31
2018 27911127.927517      -1.00000E+31        -1.00000E+31
2018 27911155.889577      -1.00000E+31        -1.00000E+31
2018 27911183.851636      -1.00000E+31        -1.00000E+31
2018 27911211.813716           22.2937             1.27047
2018 27911239.775776      -1.00000E+31        -1.00000E+31
2018 27911267.737815      -1.00000E+31        -1.00000E+31
2018 27911295.699895      -1.00000E+31        -1.00000E+31
2018 27911323.661955      -1.00000E+31        -1.00000E+31
2018 27911351.624014      -1.00000E+31        -1.00000E+31
2018 27911379.586094      -1.00000E+31        -1.00000E+31
2018 27911407.548153      -1.00000E+31        -1.00000E+31
2018 27911435.510213           21.1242             2.01658
2018 27911463.472273           19.9134             1.23437
2018 27911491.434332           20.3139            0.879937
2018 27911519.396412           22.2127             1.47047
2018 27911547.358471           22.6826            0.655961
2018 27911575.320531           22.4707             3.33050
2018 27911603.282611           21.0524            0.706446
2018 27911631.244650           21.4196             1.52128
2018 27911659.206730           22.2834             1.82089
2018 27911687.168789           13.3160             7.71158
2018 27911715.130849      -1.00000E+31        -1.00000E+31
2018 27911743.092929           22.5589            0.648308
2018 27911771.054988           22.3179            0.786903
2018 27911799.017028      -1.00000E+31        -1.00000E+31
2018 27911826.979107           21.5610             1.16716
2018 27911854.941167           20.7212            0.684017
2018 27911882.903227           21.0625            0.618721
2018 27911910.865306           21.2018             1.45424
2018 27911938.827366           20.7484             2.64644
2018 27911966.789426           23.0947             4.86113
2018 27911994.751485      -1.00000E+31        -1.00000E+31
2018 27912022.713545           25.7524             3.15881
2018 27912050.675624      -1.00000E+31        -1.00000E+31
2018 27912078.637684      -1.00000E+31        -1.00000E+31
2018 27912106.599744           23.5487            0.865384
2018 27912134.561803      -1.00000E+31        -1.00000E+31
2018 27912162.523863      -1.00000E+31        -1.00000E+31
2018 27912190.485942           19.9203             1.23872
2018 27912218.448002      -1.00000E+31        -1.00000E+31
2018 27912246.410062      -1.00000E+31        -1.00000E+31
2018 27912274.372141      -1.00000E+31        -1.00000E+31
2018 27912302.334201      -1.00000E+31        -1.00000E+31
2018 27912330.296241           21.0987             1.30767
2018 27912358.258320      -1.00000E+31        -1.00000E+31
2018 27912386.220380      -1.00000E+31        -1.00000E+31
2018 27912414.182439      -1.00000E+31        -1.00000E+31
2018 27912442.144519      -1.00000E+31        -1.00000E+31
2018 27912470.106579      -1.00000E+31        -1.00000E+31
2018 27912498.068638           21.5191             1.54823
2018 27912526.030698      -1.00000E+31        -1.00000E+31
2018 27912553.992757      -1.00000E+31        -1.00000E+31
2018 27912581.954837      -1.00000E+31        -1.00000E+31
2018 27912609.916897      -1.00000E+31        -1.00000E+31
2018 27912637.878956      -1.00000E+31        -1.00000E+31
2018 27912665.841036      -1.00000E+31        -1.00000E+31
2018 27912693.803075           20.0055            0.890472
2018 27912721.765155      -1.00000E+31        -1.00000E+31
2018 27912749.727215      -1.00000E+31        -1.00000E+31
2018 27912777.689274           19.5416             1.68830
2018 27912805.651354           21.1814             1.74048
2018 27912833.613414           21.4825             1.82402
2018 27912861.575453           20.4320             1.43268
2018 27912889.537533      -1.00000E+31        -1.00000E+31
2018 27912917.499592           24.7225             1.91730
2018 27912945.461672      -1.00000E+31        -1.00000E+31
2018 27912973.423732      -1.00000E+31        -1.00000E+31
2018 27913001.385791      -1.00000E+31        -1.00000E+31
2018 27913029.347851           22.2998             2.87829
2018 27913057.309910           19.5459             2.49835
2018 27913085.271970      -1.00000E+31        -1.00000E+31
2018 27913113.234050           22.0193             2.53594
2018 27913141.196109      -1.00000E+31        -1.00000E+31
2018 27913169.158169           19.2587             3.73144
2018 27913197.120248           18.0489            0.982771
2018 27913225.082288      -1.00000E+31        -1.00000E+31
2018 27913253.044368      -1.00000E+31        -1.00000E+31
2018 27913281.006427      -1.00000E+31        -1.00000E+31
