#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         LWS>Living With a Star
#     SOURCE_NAME                     PSP>Parker Solar Probe
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     DATA_TYPE                       L3i>Solar Wind Ion velocity moments and fits
#     DESCRIPTOR                      SWP_SPC>Solar Wind Electrons Alphas and Protons / Solar Probe Cup
#     FILE_NAMING_CONVENTION          source_descriptor_datatype_yyyyMMdd
#     DATA_VERSION                    01
#     PI_NAME                         Justin C. Kasper
#     PI_AFFILIATION                  University of Michigan
#     TEXT                            This file includes the densities, vector velocities, and scalar (radial component)                     
#     TEXT                             temperatures of the solar wind protons measured by the Solar Probe Cup (SPC).                         
#     TEXT                             These are determined both by a direct computation of the velocity moments of                          
#     TEXT                             the reduced distribution function and by attempting to fit the primary peak                           
#                                      in the ion I(V) curve with a Maxwellian model.                                                        
#                                     When such fitting is successful, the data set also includes Maxwellian model                           
#                                      fits to the alpha-particle (He++) and tertiary (usually proton beam or shoulder)                      
#                                      populations.                                                                                          
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     LOGICAL_SOURCE                  psp_swp_spc_l3i
#     LOGICAL_FILE_ID                 psp_swp_spc_l3i_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      Parker Solar Probe/SWEAP/SPC level 3 ion data
#     TIME_RESOLUTION                 variable
#     RULES_OF_USE                    NASA open data policy applies. Consultation with the instrument team is strongly                       
#                                      recommended.                                                                                          
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Thu Jan 20 14:38:22 2022
#     ACKNOWLEDGEMENT                 This project acknowledges the Parker Solar Probe SWEAP instrument team and the                         
#                                      SWEAP science data center for providing these solar wind plasma measurements.                         
#     MODS                            2018-12-04: CDF skeleton created (MLS)
#                                     2019-01-20: expanded data quality flags, variable notes
#                                     2019-01-28: modified to include RTN reference frame
#                                     2019-07-23: minor modifications for spdf compliance
#                                     2019-08-20: minor modifications for spdf compliance
#                                     2019-10-01: corrections to axis label fields, expanded var_notes
#                                     2019-11-04: contracted calibration file variables to global attribute
#                                     2019-10-31: inclusion of standalone general_flag variable
#     LINK_TITLE                      Space Science Reviews
#                                     Data Link
#     LINK_TEXT                       SWEAP instrument paper at
#                                     Smithsonian Astrophysical Observatory SWEAP
#     HTTP_LINK                       https://link.springer.com/article/10.1007/s11214-015-0206-3
#                                     http://sweap.cfa.harvard.edu/Data.html
#                                     spase://NASA/NumericalData/ParkerSolarProbe/SWEAP/SPC/Level3/SolarWindMomentsFits/PT0.2185S            
#     CALIBRATIONS_USED               psp_swp_spc_calfiles_spc_uvphithetalookup_20190819
#                                     psp_swp_spc_calfiles_sensorgainoffsets_20190618_v02
#                                     psp_swp_spc_calfiles_sensorcrosstalk_20190210_v00
#                                     psp_swp_spc_calfiles_raytracesim_20181219_v00
#                                     psp_swp_spc_calfiles_dVthermalcorrection_20181217_v00
#                                     psp_swp_spc_calfiles_mvind2volt_20180801
#                                     psp_swp_spc_calfiles_effectiveAreaTable_v00
#     CDAWEB_PARENTS                  psp_swp_spc_l3i_00000000_v01
#                                     psp_swp_spc_l3i_20181120_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF TT2000 time [ns]
#       NOTES:  Spacecraft ephemeris time, expressed as the number of nanoseconds since J2000 (2000-01-01T12:00:00.000000000) with leap seconds included.    Please refer to CDF TT2000 documentation with regards to this convention.  This time corresponds to the first measurement of the spectrum. Owing to frequent changes in the operating mode, this is usually NOT regular cadence.
#  2. Primary proton population density, from 1-dimensional Maxwellian fitting. (Only Good Quality)
#       NOTES:  The strongest signal peak, which generally corresponds to the bulk proton population in the solar wind, is fit to a convected Maxwellian model.
#  3. ---> 1-sigma error
#       NOTES:  This uncertainty may be invalid when the Maxwellian is a poor model for the data. Refer to the data quality flags.  This variable reflects *precision* uncertainty from fitting, summed in quadrature with the *accuracy* uncertainy associated with the absolute responses of the SPC sensors.
#
EPOCH                                 NP1_FIT NP1_FIT_UNCERTAINTY
dd-mm-yyyy hh:mm:ss.mil.mic (Good_Qs)_cm^{-3}   (Good_Qs)_cm^{-3}
20-11-2018 01:00:20.344.801           18.4639             2.32289
20-11-2018 01:00:48.306.881      -1.00000E+31        -1.00000E+31
20-11-2018 01:01:16.268.941           20.7006             1.30006
20-11-2018 01:01:44.231.000      -1.00000E+31        -1.00000E+31
20-11-2018 01:02:12.193.060           20.9801            0.544485
20-11-2018 01:02:40.155.119           19.3768             1.19216
20-11-2018 01:03:08.117.199      -1.00000E+31        -1.00000E+31
20-11-2018 01:03:36.079.259      -1.00000E+31        -1.00000E+31
20-11-2018 01:04:04.041.318      -1.00000E+31        -1.00000E+31
20-11-2018 01:04:32.003.398           20.0634             2.21183
20-11-2018 01:04:59.965.438      -1.00000E+31        -1.00000E+31
20-11-2018 01:05:27.927.517      -1.00000E+31        -1.00000E+31
20-11-2018 01:05:55.889.577      -1.00000E+31        -1.00000E+31
20-11-2018 01:06:23.851.636      -1.00000E+31        -1.00000E+31
20-11-2018 01:06:51.813.716           22.2937             1.27047
20-11-2018 01:07:19.775.776      -1.00000E+31        -1.00000E+31
20-11-2018 01:07:47.737.815      -1.00000E+31        -1.00000E+31
20-11-2018 01:08:15.699.895      -1.00000E+31        -1.00000E+31
20-11-2018 01:08:43.661.955      -1.00000E+31        -1.00000E+31
20-11-2018 01:09:11.624.014      -1.00000E+31        -1.00000E+31
20-11-2018 01:09:39.586.094      -1.00000E+31        -1.00000E+31
20-11-2018 01:10:07.548.153      -1.00000E+31        -1.00000E+31
20-11-2018 01:10:35.510.213           21.1242             2.01658
20-11-2018 01:11:03.472.273           19.9134             1.23437
20-11-2018 01:11:31.434.332           20.3139            0.879937
20-11-2018 01:11:59.396.412           22.2127             1.47047
20-11-2018 01:12:27.358.471           22.6826            0.655961
20-11-2018 01:12:55.320.531           22.4707             3.33050
20-11-2018 01:13:23.282.611           21.0524            0.706446
20-11-2018 01:13:51.244.650           21.4196             1.52128
20-11-2018 01:14:19.206.730           22.2834             1.82089
20-11-2018 01:14:47.168.789           13.3160             7.71158
20-11-2018 01:15:15.130.849      -1.00000E+31        -1.00000E+31
20-11-2018 01:15:43.092.929           22.5589            0.648308
20-11-2018 01:16:11.054.988           22.3179            0.786903
20-11-2018 01:16:39.017.028      -1.00000E+31        -1.00000E+31
20-11-2018 01:17:06.979.107           21.5610             1.16716
20-11-2018 01:17:34.941.167           20.7212            0.684017
20-11-2018 01:18:02.903.227           21.0625            0.618721
20-11-2018 01:18:30.865.306           21.2018             1.45424
20-11-2018 01:18:58.827.366           20.7484             2.64644
20-11-2018 01:19:26.789.426           23.0947             4.86113
20-11-2018 01:19:54.751.485      -1.00000E+31        -1.00000E+31
20-11-2018 01:20:22.713.545           25.7524             3.15881
20-11-2018 01:20:50.675.624      -1.00000E+31        -1.00000E+31
20-11-2018 01:21:18.637.684      -1.00000E+31        -1.00000E+31
20-11-2018 01:21:46.599.744           23.5487            0.865384
20-11-2018 01:22:14.561.803      -1.00000E+31        -1.00000E+31
20-11-2018 01:22:42.523.863      -1.00000E+31        -1.00000E+31
20-11-2018 01:23:10.485.942           19.9203             1.23872
20-11-2018 01:23:38.448.002      -1.00000E+31        -1.00000E+31
20-11-2018 01:24:06.410.062      -1.00000E+31        -1.00000E+31
20-11-2018 01:24:34.372.141      -1.00000E+31        -1.00000E+31
20-11-2018 01:25:02.334.201      -1.00000E+31        -1.00000E+31
20-11-2018 01:25:30.296.241           21.0987             1.30767
20-11-2018 01:25:58.258.320      -1.00000E+31        -1.00000E+31
20-11-2018 01:26:26.220.380      -1.00000E+31        -1.00000E+31
20-11-2018 01:26:54.182.439      -1.00000E+31        -1.00000E+31
20-11-2018 01:27:22.144.519      -1.00000E+31        -1.00000E+31
20-11-2018 01:27:50.106.579      -1.00000E+31        -1.00000E+31
20-11-2018 01:28:18.068.638           21.5191             1.54823
20-11-2018 01:28:46.030.698      -1.00000E+31        -1.00000E+31
20-11-2018 01:29:13.992.757      -1.00000E+31        -1.00000E+31
20-11-2018 01:29:41.954.837      -1.00000E+31        -1.00000E+31
20-11-2018 01:30:09.916.897      -1.00000E+31        -1.00000E+31
20-11-2018 01:30:37.878.956      -1.00000E+31        -1.00000E+31
20-11-2018 01:31:05.841.036      -1.00000E+31        -1.00000E+31
20-11-2018 01:31:33.803.075           20.0055            0.890472
20-11-2018 01:32:01.765.155      -1.00000E+31        -1.00000E+31
